timestamp,machine_id,vibration_x,vibration_y,vibration_z,vibration_rms,temperature,pressure,current,hour,day_of_week,is_weekend,day_of_month,is_anomaly,failure_type,severity,time_to_failure
2025-11-02 09:56:51.691420,machine_001,0.0143609931560843,1.0601516745011597,1.19336275912974,0.921636675693444,46.43084300673668,114.200806699548,8.940144080167373,9,6,1,2,0,normal,0.0,-1
2025-11-02 09:56:51.741420,machine_001,0.0385524982087425,0.9686062915045622,1.3349465268934446,0.95249963652228,46.47310271091418,114.36164319139924,8.762104052116515,9,6,1,2,0,normal,0.0,-1
2025-11-02 09:56:51.791420,machine_001,0.0134455287970955,1.0415452966012646,1.0328601971834033,0.8469154963833146,46.54858947688239,114.27291500270512,9.190508109407078,9,6,1,2,0,normal,0.0,-1
2025-11-02 09:56:51.841420,machine_001,0.0416299980916743,1.1262576438862395,1.130416307711985,0.9215983155899128,46.70834267849678,113.84468964090362,8.858663366456286,9,6,1,2,0,normal,0.0,-1
2025-11-02 09:56:51.891420,machine_001,0.0414033288893211,0.9671222980909624,1.0389433238776322,0.8198461248587576,47.47131832272823,116.12771371792468,8.934502741162788,9,6,1,2,0,normal,0.0,-1
2025-11-02 09:56:51.941420,machine_001,0.0819126124848646,1.0423761982091126,1.0668593492132474,0.8624474255823158,44.83576603952893,115.80404700663551,8.65150832528224,9,6,1,2,0,normal,0.0,-1
2025-11-02 09:56:51.991420,machine_001,0.2155426080687695,0.9637020058883154,1.109071371564979,0.8573640765492166,46.58492780629996,117.76711812711572,9.03705841538354,9,6,1,2,0,normal,0.0,-1
2025-11-02 09:56:52.041420,machine_001,0.0423741524810185,1.1954293773504283,1.1149298986082323,0.944089622130138,46.32528873697414,117.7882125780295,9.00110060147293,9,6,1,2,0,normal,0.0,-1
2025-11-02 09:56:52.091420,machine_001,0.0573979595408293,1.1471560839537658,0.959028697162898,0.8639054054492995,45.87464777786029,116.80443418113876,9.087860990075722,9,6,1,2,0,normal,0.0,-1
2025-11-02 09:56:52.141420,machine_001,0.0499159896145921,1.100086819704463,1.1196376852782568,0.9066920026855751,46.329381438004894,116.76869788159156,9.076953629954984,9,6,1,2,0,normal,0.0,-1
2025-11-02 09:56:52.191420,machine_001,0.1761139922746719,1.2070808579141152,1.1571102840784857,0.9707324632011632,46.66166788273605,117.35126824665603,9.127500999304653,9,6,1,2,0,normal,0.0,-1
